,location,size,total_sqft,bath,price
6963,Electronic City,2.0,940.0,2.0,54.0
6964,Electronic City,1.0,435.0,1.0,21.0
6965,Begur Road,2.0,1160.0,2.0,36.54
6966,Electronic City,3.0,1500.0,2.0,77.5
6970,Haralur Road,2.0,1027.0,2.0,43.0
6972,Seegehalli,3.0,3000.0,4.0,235.0
6973,Tumkur Road,3.0,1459.0,2.0,95.0
6974,Yelahanka,3.0,1711.0,3.0,85.61
6975,Hoodi,2.0,1250.0,2.0,98.0
6976,Chandapura,1.0,645.0,1.0,16.45
6977,Anandapura,2.0,875.0,2.0,57.0
6978,Ramamurthy Nagar,2.0,1334.0,2.0,67.0
6981,Amruthahalli,3.0,1200.0,5.0,200.0
6983,Thigalarapalya,3.0,2072.0,4.0,160.0
6984,Kundalahalli,3.0,1600.0,3.0,170.0
6986,Kengeri Satellite Town,2.0,920.0,2.0,39.0
6987,Chandapura,2.0,778.0,2.0,25.29
6988,Nagasandra,4.0,1310.0,3.0,95.0
6989,Electronic City,3.0,1631.0,3.0,80.0
6990,Kanakpura Road,1.0,525.0,1.0,27.5
6993,Hennur Road,2.0,1232.0,2.0,66.0
6995,Gubbalala,2.0,1205.0,2.0,70.0
6996,other,4.0,1200.0,4.0,165.0
6997,Rajiv Nagar,4.0,2340.0,5.0,129.0
6998,Rayasandra,3.0,1179.0,2.0,55.0
6999,Kodigehaali,2.0,1013.0,2.0,51.0
7000,Uttarahalli,2.0,1160.0,2.0,40.6
7002,7th Phase JP Nagar,2.0,1200.0,2.0,62.5
7005,other,3.0,1100.0,2.0,145.0
7007,other,3.0,1200.0,3.0,99.0
7009,Marathahalli,2.0,1065.0,2.0,55.0
7010,Lakshminarayana Pura,2.0,1395.0,2.0,75.0
7011,Hebbal Kempapura,3.0,1725.0,2.0,165.0
7015,Hebbal,3.0,1645.0,3.0,117.0
7016,Kengeri,2.0,1200.0,2.0,58.0
7017,Mysore Road,2.0,940.0,2.0,43.61
7018,KR Puram,6.0,4300.0,6.0,175.0
7019,Hebbal,3.0,2850.0,5.0,343.0
7020,Indira Nagar,3.0,1740.0,3.0,191.0
7021,Haralur Road,2.0,1194.0,2.0,47.0
7023,Dodda Nekkundi,3.0,1829.0,3.0,125.0
7024,Whitefield,4.0,1800.0,4.0,178.0
7029,Hebbal,2.0,1390.0,2.0,95.0
7030,Lakshminarayana Pura,3.0,1500.0,3.0,104.0
7032,Jakkur,2.0,1202.0,2.0,79.0
7036,Whitefield,1.0,605.0,1.0,40.0
7037,Harlur,2.0,1331.0,2.0,88.0
7038,Margondanahalli,2.0,1200.0,2.0,69.0
7039,other,2.0,1150.0,2.0,250.0
7040,Sahakara Nagar,2.0,1200.0,2.0,136.0
7041,other,2.0,1800.0,2.0,300.0
7047,TC Palaya,2.0,1500.0,2.0,75.0
7048,Attibele,1.0,450.0,1.0,12.5
7049,other,4.0,1200.0,4.0,140.0
7050,Hennur Road,2.0,1341.0,2.0,95.0
7051,2nd Phase Judicial Layout,3.0,1350.0,2.0,47.25
7052,Tumkur Road,2.0,992.0,2.0,60.0
7053,Uttarahalli,2.0,1163.0,2.0,68.0
7054,Sarjapur  Road,2.0,1229.0,2.0,70.0
7056,Electronic City Phase II,2.0,1219.0,2.0,61.26
7057,Raja Rajeshwari Nagar,3.0,1525.0,2.0,99.13
7058,Kasavanhalli,2.0,1147.0,2.0,60.0
7059,Akshaya Nagar,3.0,1412.0,2.0,88.0
7062,Nagarbhavi,2.0,1190.0,2.0,63.0
7067,other,3.0,1700.0,3.0,111.0
7068,Electronic City,2.0,1355.0,2.0,67.0
7069,Ramamurthy Nagar,2.0,1200.0,2.0,46.0
7070,Kengeri,1.0,400.0,2.0,25.0
7071,Sarjapur  Road,2.0,1342.0,2.0,70.0
7075,Yeshwanthpur,1.0,400.0,1.0,55.0
7079,Hennur Road,3.0,2700.0,3.0,150.0
7080,other,3.0,1780.0,3.0,110.0
7084,Kammanahalli,2.0,1200.0,2.0,80.0
7085,Margondanahalli,2.0,900.0,2.0,49.0
7086,Sarjapur,3.0,1830.0,3.0,88.0
7092,Uttarahalli,2.0,1065.0,2.0,42.59
7094,other,3.0,1080.0,3.0,149.0
7095,other,3.0,900.0,2.0,65.0
7098,Sarjapur  Road,3.0,1711.0,3.0,110.0
7099,other,4.0,1200.0,3.0,160.0
7100,Chandapura,2.0,950.0,2.0,25.65
7102,Uttarahalli,2.0,1075.0,2.0,46.76
7103,Harlur,3.0,1752.12,3.0,133.0
7104,Hebbal,8.0,6000.0,8.0,220.0
7107,LB Shastri Nagar,1.0,665.0,1.0,32.0
7108,Sector 2 HSR Layout,3.0,1665.0,3.0,110.0
7111,other,3.0,1200.0,3.0,190.0
7112,Marathahalli,3.0,1693.0,3.0,125.0
7113,other,3.0,2456.0,3.0,220.0
7114,Rajaji Nagar,3.0,2559.0,3.0,403.0
7115,Uttarahalli,2.0,1155.0,2.0,40.6
7118,other,2.0,1530.0,2.0,185.0
7121,Brookefield,8.0,2700.0,8.0,290.0
7122,other,1.0,840.0,1.0,150.0
7124,KR Puram,2.0,1200.0,2.0,42.0
7126,Kasavanhalli,2.0,1375.0,2.0,72.0
7127,BTM 2nd Stage,5.0,2990.0,5.0,416.0
7129,Yelahanka,2.0,1315.0,2.0,75.0
7130,Dommasandra,2.0,1500.0,2.0,40.0
7131,Yelahanka,6.0,3600.0,6.0,200.0
7132,Vijayanagar,2.0,1178.0,2.0,82.0
7135,Thanisandra,2.0,1093.0,2.0,72.0
7136,Horamavu Banaswadi,2.0,1200.0,2.0,45.0
7137,Magadi Road,5.0,5000.0,6.0,360.0
7138,1st Block Jayanagar,3.0,1200.0,2.0,130.0
7139,Whitefield,3.0,2210.0,3.0,156.0
7140,Uttarahalli,2.0,1150.0,2.0,70.0
7143,Whitefield,2.0,1173.0,2.0,78.2
7145,other,3.0,1717.0,3.0,120.0
7146,Mallasandra,2.0,1325.0,2.0,65.0
7148,Electronics City Phase 1,2.0,1025.0,2.0,90.0
7150,Bellandur,2.0,1200.0,2.0,52.0
7152,Whitefield,3.0,1740.0,4.0,130.0
7153,Hennur Road,2.0,1232.0,2.0,88.0
7154,Chandapura,2.0,1200.0,2.0,36.0
7157,other,2.0,1475.0,2.0,171.0
7159,5th Phase JP Nagar,1.0,552.0,1.0,23.5
7161,Hennur,3.0,1000.0,3.0,130.0
7163,other,1.0,650.0,1.0,16.0
7164,Padmanabhanagar,2.0,1067.0,2.0,52.0
7165,Sarjapur,3.0,1364.0,2.0,56.0
7167,Bannerghatta Road,2.0,1240.0,2.0,71.0
7168,Hulimavu,2.0,1200.0,2.0,75.0
7169,Kaggadasapura,3.0,1540.0,3.0,75.0
7170,other,3.0,1504.0,2.0,102.0
7172,Hennur Road,3.0,2365.0,4.0,175.0
7173,Sarjapura - Attibele Road,2.0,1308.0,2.0,37.0
7174,Vijayanagar,2.0,864.0,2.0,45.0
7176,Hoskote,3.0,1069.0,2.0,38.0
7177,Hebbal,2.0,1333.0,2.0,100.0
7178,other,4.0,1800.0,4.0,145.0
7180,Thanisandra,3.0,1698.0,3.0,107.0
7182,Raja Rajeshwari Nagar,2.0,1060.0,2.0,48.0
7183,Hennur,2.0,1160.0,2.0,49.0
7187,Hennur Road,2.0,1310.0,2.0,66.0
7188,Vijayanagar,6.0,1806.0,6.0,370.0
7189,other,4.0,3000.0,4.0,240.0
7190,Varthur,3.0,2145.0,3.0,165.0
7191,Marathahalli,3.0,1693.0,3.0,125.0
7193,Devanahalli,3.0,1200.0,3.0,145.0
7196,Munnekollal,3.0,1385.0,2.0,66.5
7197,Tumkur Road,2.0,1066.0,2.0,52.5
7200,other,3.0,1625.0,3.0,92.0
7201,Vittasandra,2.0,1246.0,2.0,67.4
7202,Vijayanagar,4.0,2100.0,6.0,252.0
7203,other,4.0,2400.0,4.0,250.0
7204,Raja Rajeshwari Nagar,6.0,3900.0,6.0,195.0
7205,7th Phase JP Nagar,2.0,1000.0,2.0,70.65
7206,Nagavarapalya,2.0,907.0,2.0,38.0
7208,Varthur,3.0,1395.0,2.0,79.0
7210,Banaswadi,5.0,1903.0,6.0,140.0
7213,other,3.0,1490.0,2.0,92.0
7216,Hormavu,2.0,1143.0,2.0,53.0
7217,Karuna Nagar,3.0,2500.0,3.0,190.0
7218,Whitefield,2.0,1216.0,2.0,75.0
7220,Prithvi Layout,2.0,1352.0,3.0,93.0
7222,Bellandur,3.0,1785.0,3.0,120.0
7223,Pai Layout,2.0,810.0,2.0,34.5
7224,Banashankari Stage V,3.0,1650.0,3.0,51.98
7227,Babusapalaya,3.0,1410.0,2.0,65.0
7229,Kanakpura Road,3.0,1591.0,3.0,122.0
7231,Yelahanka New Town,1.0,450.0,1.0,16.0
7234,Kaggadasapura,2.0,1240.0,2.0,45.0
7236,Dodda Nekkundi,2.0,1100.0,2.0,41.16
7237,Koramangala,2.0,1180.0,2.0,128.0
7239,Bisuvanahalli,2.0,845.0,2.0,33.0
7240,other,3.0,1567.2,2.0,190.0
7244,8th Phase JP Nagar,4.0,1200.0,4.0,140.0
7245,Kambipura,2.0,883.0,2.0,37.0
7247,Yelahanka,2.0,1390.0,2.0,70.21
7249,Kenchenahalli,3.0,1280.0,2.0,69.0
7251,Yelahanka,3.0,1614.0,3.0,95.0
7252,Kasturi Nagar,2.0,1000.0,2.0,58.0
7253,Marathahalli,2.0,1196.0,2.0,57.9
7255,Ambalipura,2.0,950.0,2.0,31.95
7258,5th Phase JP Nagar,2.0,1200.0,2.0,51.0
7260,Doddathoguru,2.0,855.0,2.0,32.0
7261,Chandapura,1.0,645.0,1.0,16.45
7262,Chandapura,2.0,922.0,2.0,36.0
7265,7th Phase JP Nagar,2.0,1070.0,2.0,42.0
7269,Nehru Nagar,2.0,967.0,2.0,41.1
7272,Yelahanka,1.0,1075.0,1.0,19.5
7273,Sarjapur  Road,2.0,1050.0,2.0,63.5
7275,Sarjapur  Road,2.0,1350.0,2.0,102.0
7276,Hebbal,2.0,1204.0,2.0,45.0
7277,Sarjapur  Road,4.0,2990.0,4.0,240.0
7279,ITPL,2.0,1000.0,2.0,29.95
7280,Sarjapur  Road,3.0,1457.0,3.0,85.0
7281,Haralur Road,2.0,1194.0,2.0,47.0
7282,Bannerghatta,2.0,1100.0,2.0,66.0
7283,Whitefield,3.0,1655.0,3.0,120.0
7284,Kanakpura Road,3.0,1691.2,3.0,115.0
7285,Ramagondanahalli,2.0,1215.0,2.0,46.1
7287,Hoodi,3.0,1639.0,3.0,129.0
7288,Sarjapur  Road,3.0,1685.0,3.0,135.0
7290,Hormavu,2.0,1100.0,2.0,38.0
7291,Marathahalli,3.0,2122.0,3.0,125.0
7292,Vasanthapura,2.0,1050.0,2.0,47.0
7295,Electronic City Phase II,3.0,1252.0,2.0,65.0
7296,other,3.0,1374.0,2.0,88.0
7297,8th Phase JP Nagar,1.0,500.0,1.0,30.0
7299,Hebbal,3.0,1355.0,3.0,83.87
7300,Banashankari,2.0,1040.0,2.0,45.0
7301,Sarjapur  Road,2.0,1350.0,2.0,68.0
7302,Whitefield,4.0,4003.0,6.0,300.0
7303,Hennur,3.0,2400.0,3.0,135.0
7304,Haralur Road,3.0,1560.0,3.0,90.0
7305,Anandapura,2.0,1151.0,2.0,43.16
7309,Hennur Road,2.0,1015.0,2.0,50.0
7310,Kadugodi,3.0,1351.0,2.0,78.0
7311,Yelahanka New Town,2.0,960.0,2.0,50.0
7314,Arekere,3.0,2400.0,3.0,180.0
7317,Horamavu Banaswadi,2.0,1254.0,2.0,47.0
7318,Haralur Road,3.0,1255.0,3.0,115.0
7319,CV Raman Nagar,2.0,1051.0,2.0,61.0
7320,other,3.0,1200.0,3.0,205.0
7321,Uttarahalli,2.0,1099.0,2.0,65.0
7322,Hebbal,3.0,2650.0,4.0,199.0
7323,other,4.0,2000.0,2.0,160.0
7324,Yeshwanthpur,2.0,1541.0,2.0,130.0
7325,Sarjapur  Road,3.0,1200.0,3.0,70.0
7328,other,1.0,834.0,1.0,62.0
7329,Gollarapalya Hosahalli,3.0,1320.0,3.0,60.0
7330,Malleshpalya,3.0,1200.0,3.0,149.0
7333,Whitefield,4.0,4400.0,5.0,500.0
7335,other,1.0,600.0,1.0,52.0
7336,Whitefield,2.0,1180.0,2.0,70.0
7337,Kadugodi,2.0,1010.0,2.0,50.0
7338,Channasandra,2.0,1070.0,2.0,38.0
7339,Choodasandra,3.0,1580.0,3.0,105.0
7341,Green Glen Layout,3.0,2000.0,3.0,165.0
7342,Iblur Village,3.0,1920.0,3.0,130.0
7344,Kalena Agrahara,2.0,1040.0,2.0,45.0
7345,Hulimavu,3.0,1430.0,2.0,90.0
7346,Uttarahalli,3.0,1215.0,2.0,52.85
7347,Domlur,1.0,650.0,1.0,70.0
7348,Thanisandra,3.0,1564.0,3.0,105.0
7350,Hormavu,2.0,750.0,2.0,58.0
7351,Kasavanhalli,2.0,1200.0,2.0,60.0
7352,Raja Rajeshwari Nagar,2.0,1128.0,2.0,48.79
7353,Begur Road,2.0,1200.0,2.0,44.4
7355,other,3.0,2750.0,3.0,260.0
7356,other,4.0,2400.0,4.0,480.0
7357,Yelahanka,3.0,1650.0,3.0,105.0
7358,1st Block Jayanagar,2.0,1235.0,2.0,148.0
7361,Kengeri Satellite Town,2.0,985.0,2.0,42.0
7363,Hebbal,3.0,3450.0,5.0,348.0
7366,Gottigere,4.0,2500.0,3.0,120.0
7367,GM Palaya,2.0,1030.0,2.0,60.0
7369,Sarjapur  Road,4.0,3800.0,3.0,325.0
7370,Kasavanhalli,4.0,4260.0,4.0,333.0
7371,Brookefield,5.0,1950.0,6.0,175.0
7373,Kanakapura,2.0,1283.0,2.0,68.0
7376,HAL 2nd Stage,3.0,2700.0,3.0,500.0
7377,Konanakunte,3.0,2400.0,2.0,180.0
7378,Kathriguppe,3.0,1250.0,2.0,68.75
7381,Panathur,2.0,1199.0,2.0,85.0
7383,1st Block Jayanagar,4.0,2750.0,4.0,413.0
7385,Yelachenahalli,2.0,1100.0,2.0,60.0
7386,other,3.0,2075.0,3.0,175.0
7387,Harlur,2.0,1133.0,2.0,55.0
7388,Somasundara Palya,4.0,2400.0,3.0,140.0
7390,Horamavu Agara,3.0,1250.0,3.0,65.0
7393,Munnekollal,2.0,1080.0,2.0,45.0
7394,Battarahalli,1.0,600.0,1.0,47.0
7395,other,3.0,1240.0,4.0,180.0
7397,Vittasandra,2.0,1246.0,2.0,67.3
7398,JP Nagar,3.0,3496.5,2.0,237.5
7401,HSR Layout,2.0,1140.0,2.0,46.0
7404,Vidyaranyapura,2.0,1120.0,2.0,70.0
7405,Electronic City,1.0,435.0,1.0,22.0
7406,Magadi Road,2.0,1116.0,2.0,51.89
7407,Old Madras Road,3.0,1480.0,3.0,95.0
7408,Hormavu,2.0,1000.0,2.0,50.0
7409,HSR Layout,2.0,1145.0,2.0,46.0
7410,Bommasandra,2.0,800.0,1.0,32.0
7411,Thanisandra,2.0,1265.0,2.0,83.0
7412,Devanahalli,3.0,1700.0,3.0,88.2
7414,BTM 2nd Stage,2.0,1265.0,2.0,55.0
7415,Anandapura,2.0,1200.0,2.0,58.0
7416,1st Phase JP Nagar,3.0,2180.0,3.0,210.0
7417,Brookefield,2.0,1080.0,2.0,50.0
7418,Whitefield,3.0,2023.0,4.0,130.0
7421,Kalena Agrahara,3.0,1804.0,3.0,166.0
7422,other,2.0,1200.0,2.0,200.0
7424,Hoodi,2.0,1108.0,2.0,74.23
7425,Marathahalli,3.0,1730.0,3.0,115.0
7428,Sarjapura - Attibele Road,2.0,1073.0,2.0,31.77
7429,Ananth Nagar,2.0,960.0,2.0,37.0
7431,Electronic City Phase II,2.0,1125.0,2.0,32.49
7432,Brookefield,2.0,1230.0,2.0,55.0
7433,Mahadevpura,2.0,1438.0,2.0,89.0
7434,7th Phase JP Nagar,2.0,1080.0,2.0,75.0
7435,Hebbal Kempapura,3.0,1200.0,3.0,125.0
7436,Marathahalli,2.0,1200.0,1.0,103.0
7440,Kaggadasapura,3.0,1560.0,2.0,72.0
7441,Mallasandra,4.0,1810.0,3.0,57.0
7442,other,3.0,2274.24,4.0,160.0
7443,Sonnenahalli,3.0,1484.0,3.0,74.18
7444,Indira Nagar,3.0,1650.0,3.0,220.0
7446,Thanisandra,3.0,2280.0,4.0,184.0
7447,other,5.0,4900.0,5.0,980.0
7448,Frazer Town,3.0,2079.0,3.0,220.0
7449,Bharathi Nagar,2.0,1351.0,2.0,74.0
7452,Whitefield,4.0,3589.0,5.0,400.0
7454,Channasandra,4.0,1800.0,4.0,300.0
7456,Sarjapur  Road,2.0,984.0,2.0,55.0
7458,other,2.0,900.0,3.0,105.0
7460,Bhoganhalli,2.0,1447.0,2.0,75.97
7461,Margondanahalli,2.0,1140.0,2.0,60.0
7462,Bommanahalli,2.0,1170.0,2.0,34.0
7463,Poorna Pragna Layout,2.0,1160.0,2.0,46.39
7464,Kanakpura Road,2.0,1296.0,2.0,89.0
7470,Bellandur,2.0,1088.0,2.0,48.0
7471,Hosa Road,3.0,1533.0,3.0,98.18
7472,Rachenahalli,2.0,1100.0,2.0,68.0
7474,Hebbal,2.0,1244.0,3.0,48.0
7475,Hosa Road,2.0,1040.0,2.0,68.59
7477,Begur Road,2.0,1260.0,2.0,39.69
7478,Uttarahalli,2.0,1180.0,2.0,41.3
7479,Thigalarapalya,2.0,1245.0,2.0,100.0
7482,other,1.0,470.0,2.0,10.0
7483,Vijayanagar,2.0,920.0,2.0,60.0
7485,Sarjapur,2.0,1124.0,2.0,30.35
7487,Begur Road,2.0,1100.0,2.0,71.42
7488,Vijayanagar,2.0,1019.0,2.0,58.0
7489,Harlur,3.0,1756.0,3.0,128.0
7490,Bommasandra,3.0,1280.0,3.0,50.0
7491,Kenchenahalli,4.0,1200.0,3.0,125.0
7493,Whitefield,3.0,2134.0,4.0,118.0
7494,Hosa Road,2.0,1369.1,2.0,98.0
7496,other,3.0,1313.0,4.0,150.0
7497,other,3.0,2515.0,4.0,155.0
7502,Hebbal,3.0,1800.0,3.0,140.0
7503,Kudlu,3.0,1600.0,3.0,79.0
7504,GM Palaya,2.0,1000.0,2.0,35.0
7505,Cunningham Road,3.0,2275.0,3.0,285.0
7506,Banashankari Stage III,3.0,1305.0,2.0,59.0
7507,Binny Pete,3.0,1740.0,3.0,150.0
7508,Malleshwaram,2.0,900.0,2.0,90.0
7509,Benson Town,2.0,1567.0,3.0,140.0
7511,Nagarbhavi,2.0,1050.0,2.0,80.0
7513,Begur,3.0,3500.0,4.0,185.0
7514,Dasarahalli,2.0,1220.0,2.0,52.0
7515,Binny Pete,3.0,1970.0,3.0,164.0
7516,other,3.0,2665.0,3.0,350.0
7517,Kanakapura,4.0,2130.0,4.0,120.0
7518,Harlur,3.0,1749.0,3.0,120.0
7519,Subramanyapura,2.0,1260.0,2.0,108.0
7521,6th Phase JP Nagar,2.0,1170.0,2.0,120.0
7523,Hennur Road,3.0,2264.0,3.0,168.0
7524,other,4.0,3500.0,5.0,450.0
7525,Begur,2.0,1100.0,2.0,55.0
7526,Chandapura,2.0,674.0,1.0,19.9
7527,Koramangala,2.0,1320.0,2.0,160.0
7529,Electronics City Phase 1,2.0,1125.0,2.0,65.0
7530,Nagavara,2.0,1125.0,2.0,44.5
7532,BTM Layout,3.0,1300.0,2.0,75.0
7534,Magadi Road,3.0,1052.0,2.0,60.0
7536,Devarachikkanahalli,2.0,1130.0,2.0,36.0
7538,BTM 2nd Stage,3.0,2200.0,3.0,220.0
7541,Gottigere,3.0,1230.0,2.0,52.0
7542,Haralur Road,3.0,1520.0,2.0,85.0
7543,Kanakpura Road,1.0,525.0,1.0,26.25
7544,Hosa Road,2.0,1040.0,2.0,61.0
7546,Old Airport Road,4.0,2690.0,4.0,201.0
7547,Domlur,1.0,780.0,1.0,70.0
7548,Panathur,2.0,1140.0,2.0,51.2
7550,Nagavarapalya,1.0,646.0,1.0,25.84
7551,Cox Town,3.0,1600.0,3.0,150.0
7552,Kadugodi,3.0,1890.0,4.0,125.0
7553,Kadugodi,2.0,1050.0,2.0,34.0
7557,Green Glen Layout,3.0,1970.0,3.0,160.0
7559,Balagere,2.0,1007.0,2.0,67.0
7560,Doddathoguru,2.0,1105.0,2.0,50.0
7561,Lakshminarayana Pura,3.0,1700.0,3.0,150.0
7562,Raja Rajeshwari Nagar,2.0,1170.0,2.0,50.0
7563,Chandapura,2.0,1080.0,2.0,45.0
7565,Ramamurthy Nagar,2.0,1200.0,2.0,57.9
7569,KR Puram,2.0,1040.0,2.0,50.0
7570,Hosur Road,2.0,1085.0,2.0,33.7
7572,NRI Layout,4.0,2150.0,4.0,115.0
7574,Panathur,2.0,1210.0,2.0,77.0
7577,Iblur Village,3.0,1920.0,3.0,150.0
7579,Mysore Road,2.0,947.55,2.0,80.0
7580,Malleshpalya,2.0,1421.0,2.0,90.0
7584,Whitefield,1.0,905.0,1.0,60.0
7588,Hormavu,4.0,3500.0,4.0,289.0
7589,Poorna Pragna Layout,7.0,2400.0,6.0,450.0
7590,Ramagondanahalli,4.0,4200.0,4.0,800.0
7593,other,6.0,2400.0,5.0,300.0
7597,Kumaraswami Layout,4.0,2600.0,4.0,325.0
7599,Anjanapura,2.0,950.0,2.0,32.0
7602,Banashankari Stage III,2.0,1304.0,2.0,111.0
7603,7th Phase JP Nagar,3.0,2100.0,3.0,200.0
7605,Budigere,3.0,1636.0,3.0,85.0
7608,Green Glen Layout,3.0,1728.0,3.0,125.0
7609,7th Phase JP Nagar,3.0,1680.0,3.0,125.0
7610,other,2.0,1235.0,2.0,140.0
7612,Yelahanka,4.0,3990.0,4.0,260.0
7613,Kasavanhalli,2.0,1495.0,2.0,83.0
7614,Hennur Road,5.0,1500.0,5.0,175.0
7616,Kanakpura Road,1.0,381.0,1.0,28.0
7617,other,4.0,3301.8,5.0,570.0
7618,Hennur Road,3.0,2002.0,3.0,120.0
7619,other,3.0,3200.0,3.0,260.0
7620,Banjara Layout,2.0,1200.0,2.0,70.0
7621,Sarjapur  Road,4.0,1500.0,3.0,235.0
7622,Bommasandra,3.0,1942.0,3.0,90.0
7624,Thyagaraja Nagar,1.0,660.0,1.0,95.0
7625,Banashankari Stage III,4.0,1200.0,6.0,170.0
7626,other,3.0,1450.0,3.0,90.0
7628,Old Madras Road,2.0,1210.0,2.0,80.0
7630,Yelahanka,3.0,1620.0,3.0,90.0
7631,Choodasandra,3.0,3204.0,4.0,395.0
7632,Hebbal Kempapura,3.0,3408.0,3.0,260.0
7633,Marathahalli,2.0,1314.0,2.0,55.0
7634,Bisuvanahalli,2.0,945.0,2.0,33.0
7635,Nehru Nagar,3.0,1374.0,3.0,72.0
7636,Kanakpura Road,3.0,1603.0,3.0,113.0
7637,Kengeri,3.0,1230.0,2.0,52.0
7638,Basavangudi,1.0,670.0,1.0,50.0
7644,Electronic City,2.0,770.0,1.0,39.9
7645,Varthur,2.0,1085.0,2.0,45.0
7646,other,4.0,3754.0,6.0,480.0
7647,other,3.0,1893.0,3.0,115.0
7651,Electronics City Phase 1,3.0,1550.0,2.0,82.0
7653,Badavala Nagar,3.0,1494.0,2.0,94.55
7654,Electronic City Phase II,2.0,1286.0,2.0,69.0
7658,Haralur Road,2.0,1243.0,2.0,45.0
7659,Brookefield,2.0,1200.0,2.0,75.0
7660,Sarjapur,2.0,1044.0,2.0,32.0
7661,7th Phase JP Nagar,2.0,1040.0,2.0,41.59
7662,8th Phase JP Nagar,2.0,1125.0,2.0,36.94
7663,Cunningham Road,3.0,3489.0,3.0,662.0
7667,Vijayanagar,5.0,2400.0,6.0,125.0
7668,KR Puram,5.0,4166.0,5.0,560.0
7669,Lakshminarayana Pura,2.0,1210.0,2.0,75.0
7670,8th Phase JP Nagar,4.0,1200.0,3.0,110.0
7672,Raja Rajeshwari Nagar,2.0,1185.0,2.0,51.15
7673,Kalena Agrahara,3.0,1450.0,3.0,100.0
7674,Old Madras Road,3.0,1859.0,3.0,121.0
7675,Rajaji Nagar,2.0,1763.0,3.0,262.0
7678,other,3.0,1200.0,2.0,100.0
7679,Thanisandra,1.0,784.0,1.0,35.285
7683,Kudlu,2.0,1027.0,2.0,42.0
7684,Uttarahalli,2.0,1002.0,2.0,40.08
7687,Uttarahalli,2.0,1002.0,2.0,40.08
7688,Narayanapura,2.0,1308.0,2.0,89.04
7689,Hennur Road,2.0,1232.0,2.0,69.6
7690,Haralur Road,2.0,1027.0,2.0,44.0
7691,Kalyan nagar,2.0,1250.0,2.0,65.0
7694,Raja Rajeshwari Nagar,2.0,1255.0,2.0,53.87
7695,Akshaya Nagar,3.0,1434.0,3.0,84.0
7696,Doddathoguru,2.0,925.0,2.0,30.0
7697,Jakkur,3.0,1858.0,3.0,123.0
7699,other,3.0,1500.0,3.0,90.0
7700,other,3.0,1200.0,3.0,200.0
7701,Mysore Road,2.0,1020.0,2.0,48.95
7702,Thanisandra,2.0,965.0,2.0,56.0
7703,7th Phase JP Nagar,5.0,1800.0,6.0,270.0
7705,Battarahalli,2.0,1636.0,2.0,82.89
7706,Kundalahalli,3.0,1724.0,3.0,125.0
7708,Yelahanka,1.0,654.0,1.0,36.25
7709,Chikkabanavar,4.0,2460.0,7.0,80.0
7712,Budigere,3.0,1636.0,3.0,92.0
7713,Hennur Road,2.0,1195.0,2.0,73.0
7714,Nagavara,3.0,2400.0,3.0,251.0
7716,Whitefield,3.0,1452.0,3.0,90.0
7717,Thanisandra,3.0,1546.0,3.0,95.0
7719,Indira Nagar,3.0,1440.0,3.0,275.0
7722,Indira Nagar,2.0,1475.0,2.0,171.0
7724,other,1.0,375.0,1.0,26.0
7725,Balagere,2.0,1007.0,2.0,66.0
7728,Hennur Road,2.0,1020.0,2.0,47.0
7729,other,2.0,1000.0,2.0,150.0
7732,Marathahalli,2.0,1125.0,2.0,55.0
7735,Whitefield,4.0,2850.0,5.0,240.0
7737,Kadugodi,2.0,1152.0,2.0,61.0
7738,Subramanyapura,2.0,958.0,2.0,34.49
7740,Old Madras Road,3.0,2990.0,5.0,173.0
7741,Bellandur,2.0,1310.0,2.0,85.0
7742,Hosur Road,3.0,1590.0,2.0,126.0
7743,Green Glen Layout,3.0,1645.0,3.0,110.0
7745,Thanisandra,3.0,1795.0,3.0,150.0
7746,8th Phase JP Nagar,2.0,1100.0,2.0,35.0
7747,Thanisandra,1.0,777.0,1.0,38.535
7750,Konanakunte,4.0,3746.0,6.0,375.0
7752,Bommanahalli,2.0,1020.0,2.0,55.0
7754,Electronic City Phase II,2.0,1140.0,2.0,32.92
7755,Anekal,3.0,967.0,2.0,45.0
7756,Hebbal,4.0,2470.0,4.0,203.0
7759,Thanisandra,3.0,1697.0,3.0,110.0
7760,Varthur,2.0,1250.0,2.0,47.0
7761,Gottigere,2.0,1120.0,2.0,50.0
7762,NRI Layout,4.0,1200.0,4.0,95.0
7764,other,4.0,2400.0,3.0,480.0
7765,Hebbal,2.0,1200.0,2.0,52.0
7766,7th Phase JP Nagar,2.0,1100.0,2.0,44.0
7767,Devarachikkanahalli,3.0,1417.0,2.0,76.0
7768,Thanisandra,3.0,1492.0,3.0,88.0
7769,Devanahalli,3.0,1498.0,3.0,79.15
7770,other,4.0,3500.0,2.0,350.0
7771,Kundalahalli,2.0,1010.0,2.0,48.27
7772,Hennur,2.0,1255.0,2.0,53.5
7773,Channasandra,2.0,1050.0,2.0,35.0
7774,Hegde Nagar,3.0,1847.0,3.0,125.0
7776,Bellandur,2.0,982.0,2.0,37.28
7777,Hegde Nagar,3.0,2144.6,4.0,145.0
7778,Kengeri,2.0,750.0,2.0,36.5
7782,Tindlu,2.0,1180.0,2.0,52.0
7783,other,3.0,2100.0,4.0,255.0
7785,Haralur Road,2.0,1194.0,2.0,46.0
7786,Thanisandra,3.0,2072.0,3.0,122.0
